226.776,240.417
226.729,240.844
226.652,241.373
226.636,241.81
226.652,242.282
226.727,242.604
226.781,242.995
226.914,243.303
227.083,243.66
227.281,243.962
227.504,244.197
227.767,244.363
228.239,244.366
229.199,244.071
230.263,243.628
231.352,243.119
232.668,242.438
234.065,241.532
235.702,240.33
235.599,240.377
235.77,240.322
235.433,240.528
235.013,240.741
234.676,240.907
232.822,242.158
231.139,243.078
229.931,243.622
228.706,244.141
227.677,244.497
226.599,244.784
225.727,244.904
225.223,244.758
224.77,244.479
224.342,244.195
224.074,243.775
223.807,243.421
223.654,242.922
223.533,242.437
223.683,241.896
223.846,241.362
224.004,240.853
224.142,240.35
224.244,239.969
224.37,239.574
224.471,239.266
224.519,239.159
224.594,239.01
224.581,239.041
224.601,238.989
224.616,238.95
224.728,238.72
224.639,238.957
224.339,239.605
224.077,240.217
224.208,240.825
224.543,241.293
224.875,241.707
225.4,241.991
226.001,242.129
226.762,242.264
227.542,242.331
228.058,242.53
228.689,242.618
229.432,242.605
230.128,242.562
230.931,242.393
231.771,242.067
232.711,241.672
232.986,241.654
233.278,241.615
233.61,241.538
234.091,241.338
234.584,241.133
234.989,241.219
235.288,241.468
234.961,242.349
234.615,243.257
234.406,244.06
234.396,244.727
234.536,245.23
233.576,247.304
232.407,249.741
231.789,251.306
231.258,252.836
230.861,254.303
230.578,255.7
230.427,256.995
230.363,258.238
230.535,259.263
230.701,260.17
231.018,260.866
231.388,261.493
231.856,262.002
232.372,262.483
233.021,262.725
233.763,262.86
234.753,262.844
235.734,262.749
236.841,262.564
238.055,262.25
239.424,261.844
241.048,261.324
242.836,260.579
244.128,260.046
245.373,259.548
246.317,259.274
247.181,259.191
248.14,258.995
249.309,258.454
250.9,257.575
251.014,257.66
250.986,257.737
251,257.912
251.009,257.973
251.009,257.988
250.989,257.903
250.94,257.778
250.938,257.582
250.907,257.434
250.916,257.348
250.899,257.319
250.894,257.305
250.905,257.341
250.898,257.327
251.007,257.346
251.149,257.312
251.265,257.274
251.526,257.177
251.787,257.102
252.132,257.075
252.383,257.043
252.415,257.156
252.504,257.242
252.734,257.276
252.862,257.31
252.897,257.333
252.939,257.241
252.92,257.276
252.853,257.497
252.781,257.665
252.678,257.916
252.627,258.033
252.603,258.096
252.534,258.311
252.431,258.619
252.431,258.906
252.565,259.096
252.701,259.273
252.927,259.349
253.028,259.478
253.222,259.536
253.395,259.577
253.52,259.601
253.725,259.552
253.88,259.507
254.194,259.378
254.64,259.152
255.011,258.964
255.272,258.824
255.289,258.819
255.338,258.794
255.329,258.797
255.316,258.802
255.316,258.802
255.409,258.836
255.589,258.831
255.661,258.892
255.67,258.933
255.674,258.967
255.669,259.028
255.667,259.04
255.381,259.157
255.123,259.266
254.682,259.44
254.247,259.538
253.898,259.555
253.639,259.519
253.427,259.438
253.356,259.327
252.231,259.878
251.141,260.357
250.059,260.79
249.004,261.18
247.896,261.595
246.762,262.002
245.948,262.14
245.51,262.041
245.173,261.878
244.854,261.712
244.567,261.52
244.218,261.364
243.828,261.189
243.413,261.004
242.964,260.767
242.762,260.273
242.669,259.683
242.628,259.01
242.709,258.295
242.826,257.507
243.212,256.628
243.653,255.642
243.815,255.133
243.941,254.553
244.08,254.135
244.216,253.763
244.385,253.318
244.563,252.714
244.886,252.008
245.657,250.74
245.601,250.65
245.36,250.694
245.267,250.703
245.285,250.703
245.43,250.785
245.749,250.679
245.868,250.822
245.789,251.049
245.555,251.49
245.314,251.976
245.172,252.328
243.865,254.38
242.52,256.724
241.57,258.772
241.086,260.386
240.653,261.909
240.404,263.199
240.421,264.165
240.358,265.233
240.436,266.209
240.41,267.056
240.509,267.856
240.674,268.602
241.074,269.202
241.403,269.752
241.814,270.017
242.297,270.134
243.026,270.141
243.667,270.064
244.404,269.915
245.292,269.713
246.536,269.32
247.772,268.947
248.977,268.54
249.936,268.28
251.206,267.767
252.265,267.354
253.347,266.877
254.237,266.473
255.197,266.058
256.45,265.537
256.529,265.73
256.505,265.823
256.484,265.88
256.475,265.911
256.499,265.82
256.358,266.115
256.226,266.479
256.102,266.766
256.014,266.985
255.929,267.231
255.73,267.693
255.42,268.356
255.174,268.973
254.973,269.564
254.935,270.199
255.073,270.798
255.299,271.275
255.831,271.577
256.488,271.752
257.002,272.098
257.586,272.128
258.053,272.27
258.538,272.487
258.953,272.791
259.556,272.751
260.177,272.781
260.913,272.657
261.761,272.556
262.372,272.683
262.674,272.959
263.008,273.17
263.419,273.275
263.823,273.354
264.405,273.231
265.225,272.982
265.479,273.175
265.862,273.102
266.215,273.141
266.67,273.118
267.247,272.851
267.303,272.819
267.005,272.977
266.876,273.032
266.766,273.074
266.588,273.139
266.43,273.173
266.428,273.172
266.372,273.176
266.424,273.23
266.417,273.21
266.604,273.223
266.696,273.257
266.701,273.263
266.695,273.23
266.756,273.215
266.774,273.234
266.821,273.246
266.811,273.211
266.841,273.076
266.849,272.911
266.873,272.777
266.777,272.972
266.737,273.072
266.729,273.15
266.728,273.154
266.755,273.097
266.754,273.156
266.756,273.01
266.783,272.948
266.76,272.923
266.907,272.875
267.166,272.737
267.122,272.762
267.133,272.756
267.283,272.68
267.49,272.755
267.491,272.755
267.558,272.731
267.531,272.7
267.514,272.693
267.448,272.658
267.404,272.625
267.153,273.143
267.113,273.336
267.101,273.636
266.923,274.093
266.714,274.658
266.569,275.146
266.448,275.59
266.541,275.721
266.543,276.018
266.495,276.171
266.421,276.431
266.406,276.648
266.417,276.817
266.425,276.907
266.461,277.038
266.604,277.187
266.637,277.239
266.81,277.269
267.048,277.326
267.385,277.295
267.949,277.117
268.488,276.977
268.959,276.922
268.988,277.149
269.421,277.085
269.905,276.926
270.285,276.763
270.678,276.554
270.716,276.526
270.346,276.797
269.775,277.023
269.102,277.381
268.383,277.699
267.582,277.964
267.073,277.949
266.648,277.867
266.301,277.717
265.863,277.77
265.632,277.591
265.378,277.421
265.206,277.146
264.962,276.927
264.99,276.753
264.933,276.561
264.927,276.346
264.932,276.074
264.888,275.905
264.862,275.762
264.797,275.496
264.755,275.596
264.784,275.484
264.781,275.165
264.872,274.684
265.084,273.945
265.197,273.348
265.206,272.833
265.381,272.449
265.492,272.238
265.483,272.331
265.53,272.491
265.421,272.846
265.492,273.014
265.622,273.164
265.783,273.447
265.661,274.071
265.622,274.591
265.489,275.275
265.513,275.855
265.451,276.452
265.541,276.892
265.37,277.771
265.512,278.318
265.257,279.054
265.227,279.685
265.255,280.167
265.378,280.546
265.592,280.818
265.771,281.157
266.092,281.532
266.036,281.933
266.141,282.279
266.57,282.471
267.073,282.586
267.798,282.506
268.689,282.211
269.914,281.644
270.57,281.468
271.106,281.415
271.779,281.233
272.4,281.198
272.748,281.383
273.4,281.365
274.058,281.402
274.286,281.855
274.113,282.666
273.958,283.534
273.746,284.396
273.719,285.023
273.704,285.648
273.763,286.273
273.639,286.885
273.554,287.604
273.52,288.128
273.552,288.604
273.719,288.947
273.983,289.192
274.366,289.316
274.687,289.417
274.841,289.411
274.935,289.397
275.07,289.366
275.231,289.322
275.313,289.292
275.584,289.198
276.084,288.99
276.605,288.75
276.908,288.596
276.932,288.584
277.127,288.49
277.068,288.514
276.882,288.581
276.677,288.646
276.262,288.771
275.818,288.824
275.38,288.772
274.98,288.601
274.567,288.38
274.249,288.146
274.1,287.783
274.013,287.301
273.955,286.771
274.132,285.963
274.332,285.228
274.649,284.398
274.927,283.599
275.208,282.786
275.546,281.975
276.046,281.082
276.158,280.79
276.183,280.621
276.213,280.465
276.255,280.354
276.255,280.345
276.093,280.24
275.979,280.032
276.11,279.731
276.12,279.603
276.109,279.577
276.165,279.431
276.212,279.307
276.229,279.227
276.247,279.14
276.256,279.15
276.234,279.278
276.269,279.29
276.333,279.299
276.49,279.276
275.881,279.7
275.633,279.784
275.311,279.921
274.866,280.142
274.332,280.375
273.949,280.453
273.664,280.433
273.249,280.535
272.821,280.668
272.489,280.716
272.033,280.764
271.827,280.639
271.726,280.503
271.635,280.344
271.66,280.087
271.539,279.859
271.313,279.869
271.122,279.872
271.037,279.682
270.943,279.518
270.688,279.381
270.357,279.232
270.249,278.956
269.899,278.797
269.874,278.483
269.768,278.157
269.913,277.532
270.021,277.037
270.184,276.453
270.481,275.682
270.255,275.675
270.154,275.459
270.108,275.268
269.964,275.196
269.96,275.22
269.932,275.129
269.944,275.005
269.91,274.958
269.796,274.947
269.682,274.905
269.575,274.918
269.482,274.828
269.473,274.589
269.549,274.334
269.811,273.808
269.851,273.648
269.861,273.567
269.889,273.479
270,273.265
269.945,273.345
269.692,273.798
269.491,274.296
269.357,274.599
269.394,274.87
269.32,275.077
269.325,275.281
269.301,275.5
269.312,275.61
269.362,275.661
269.446,275.757
269.61,275.765
269.769,275.758
269.875,275.803
270.056,275.814
270.055,275.831
270.12,275.885
270.128,275.887
270.185,275.891
270.343,275.843
270.544,275.791
270.795,275.718
271.045,275.624
271.307,275.506
271.389,275.471
271.513,275.411
271.633,275.355
271.737,275.306
271.831,275.269
271.809,275.281
271.642,275.301
271.666,275.179
271.318,275.192
270.952,275.247
270.636,275.242
270.364,275.213
270.185,275.125
270.117,274.941
269.851,274.929
269.415,275.068
268.679,275.338
268.135,275.496
267.437,275.742
266.979,275.759
266.613,275.697
265.731,275.921
264.648,276.245
263.781,276.465
262.966,276.592
262.293,276.617
261.702,276.523
261.137,276.357
260.58,276.171
259.955,276.003
259.552,275.73
259.066,275.465
258.706,275.087
258.379,274.661
258.032,274.168
257.165,274.012
256.311,273.818
255.822,273.194
255.317,272.843
254.767,272.49
254.508,271.963
254.404,271.328
254.355,270.574
254.299,269.695
254.434,268.835
254.57,268.054
254.646,267.496
254.837,266.808
254.94,266.243
255.246,265.492
255.697,264.573
255.819,264.222
255.85,264.09
255.91,263.88
255.958,263.727
256.032,263.475
256.116,263.209
256.182,262.976
256.231,262.848
256.24,262.766
256.327,262.504
256.325,262.359
256.355,262.294
256.392,262.151
256.361,262.074
256.447,262.031
256.665,261.907
256.818,261.827
256.987,261.824
257.329,261.706
257.429,261.726
257.462,261.79
257.531,261.778
257.865,261.615
257.798,261.642
257.623,261.72
257.521,261.729
257.191,261.849
256.844,262.001
256.415,262.129
256.072,262.192
255.771,262.186
255.543,262.1
255.233,262.066
254.195,262.481
253.251,262.83
252.297,263.149
251.203,263.529
249.942,263.897
248.435,264.435
247.372,264.629
246.556,264.681
245.855,264.465
244.974,264.419
244.17,264.366
243.579,264.271
243.179,264.062
242.745,263.819
242.66,263.247
242.593,262.631
242.596,261.937
242.752,261.126
242.868,260.423
242.929,259.618
242.96,258.923
242.891,258.282
243.081,257.427
243.222,256.747
243.343,256.059
243.442,255.403
243.696,254.627
244.042,253.745
244.353,253.291
244.415,253.204
244.158,253.654
243.906,254.129
243.533,254.86
243.285,255.543
243.232,256.128
242.944,257.375
242.599,258.655
242.277,259.893
242.236,260.798
242.484,261.486
242.855,262.015
243.216,262.398
243.548,262.579
243.992,262.66
244.211,262.754
244.484,262.851
244.767,262.925
244.992,263.087
245.247,263.227
245.754,263.288
246.303,263.26
247.112,263.132
247.783,263.063
248.456,263.017
249.353,262.811
250.482,262.395
251.432,261.833
252.836,261.01
252.964,260.959
253.041,260.946
253.249,260.943
253.407,261.136
253.479,261.3
252.974,262.427
252.791,263.201
252.515,263.766
252.189,264.386
251.674,265.292
251.009,266.539
