Date,Close,High,Low,Open,Volume
1980-12-12,0.09838949143886566,0.09881724809647553,0.09838949143886566,0.09838949143886566,469033600
1980-12-15,0.09325643628835678,0.09368419287606412,0.09325643628835678,0.09368419287606412,175884800
1980-12-16,0.08641159534454346,0.08683934614208791,0.08641159534454346,0.08683934614208791,105728000
1980-12-17,0.08855040371417999,0.0889781604307367,0.08855040371417999,0.08855040371417999,86441600
1980-12-18,0.09111770242452621,0.09154545345068317,0.09111770242452621,0.09111770242452621,73449600
1980-12-19,0.0966784656047821,0.09710622221537414,0.0966784656047821,0.0966784656047821,48630400
1980-12-22,0.10138377547264099,0.10181229746564736,0.10138377547264099,0.10138377547264099,37363200
1980-12-23,0.105662040412426,0.10608979693298276,0.105662040412426,0.105662040412426,46950400
1980-12-24,0.11122284084558487,0.11165059736589118,0.11122284084558487,0.11122284084558487,48003200
1980-12-26,0.12148972600698471,0.12191748263950991,0.12148972600698471,0.12148972600698471,55574400
1980-12-29,0.12320075929164886,0.12362851598728707,0.12320075929164886,0.12320075929164886,93161600
1980-12-30,0.12020646780729294,0.12063421301780831,0.12020646780729294,0.12063421301780831,68880000
1980-12-31,0.11678441613912582,0.11721217269407669,0.11678441613912584,0.11721217269407669,35750400
1981-01-02,0.11806770414113998,0.1189232174666824,0.11806770414113998,0.11806770414113998,21660800
1981-01-05,0.11550117284059525,0.11592891802790105,0.11550117284059523,0.11592891802790105,35728000
1981-01-06,0.11036733537912369,0.11079509192878555,0.11036733537912369,0.11079509192878555,45158400
1981-01-07,0.105662040412426,0.10608979693298276,0.105662040412426,0.10608979693298276,55686400
1981-01-08,0.10352331399917603,0.10395105923451915,0.10352331399917603,0.10395105923451915,39827200
1981-01-09,0.10908402502536774,0.10951178137061855,0.10908402502536774,0.10908402502536774,21504000
1981-01-12,0.10822860151529312,0.10908410339745453,0.10822860151529312,0.10908410339745453,23699200
1981-01-13,0.10437880456447601,0.10480656117638283,0.10437880456447601,0.10480656117638283,23049600
1981-01-14,0.10480658710002899,0.10523434381774037,0.10480658710002899,0.10480658710002899,14291200
1981-01-15,0.10694535076618195,0.10780085271062392,0.10694535076618195,0.10694535076618195,14067200
1981-01-16,0.10608978569507599,0.10651754217032126,0.10608978569507599,0.10651754217032126,13395200
1981-01-19,0.11250615864992142,0.11293391539708382,0.11250615864992143,0.11250615864992143,41574400
1981-01-20,0.10908402502536774,0.10951178137061855,0.10908402502536774,0.10951178137061855,30083200
1981-01-21,0.11122284084558487,0.11207834246321247,0.11122284084558487,0.11122284084558487,15904000
1981-01-22,0.11250615864992142,0.11336167214424621,0.11250615864992143,0.11250615864992143,35548800
1981-01-23,0.11207835376262665,0.11293386688948961,0.11207835376262665,0.11250611032605813,11222400
1981-01-26,0.11036733537912369,0.11079509192878555,0.11036733537912369,0.11079509192878555,24640000
